Category,Grade,Question,,,
Careers,7,We’ve all experienced a situation where stress negatively impacted our performance or well-being in our personal lives? Please briefly describe a situation you experienced and how you managed the stress effectively or could have managed the stress better. ,,,
Careers,7,How confident do you feel in your ability to manage stress effectively after completing this lesson?,,,
Careers,7,Would you like to learn more about how to manage your stress better?,,,
Careers,8,Which of the following factors has caused you emotional stress in the past? (Select all that apply),,,
Careers,8,Which of these situations have led to physical stress for you? (Select all that apply),,,
Careers,8,Do you believe that maintaining a healthy diet can help reduce stress?,,,
Careers,8,"In your opinion, does getting sufficient sleep play a crucial role in managing stress?",,,
Careers,8,"Is stress always a negative experience, or can it have positive aspects as well?",,,
Careers,8,"On a scale of 1 to 10, with 1 being minimal stress and 10 being extremely stressed, how much stress would you feel before going into a job interview?",,,
Careers,8,What could you do to prepare for a job interview? (Select all that apply),,,
Careers,8,How can stress management skills positively impact your ability to keep your job and advance in your career? (Select all that apply),,,
Careers,8,Which time management strategies will you use to help reduce stress? (Select all that apply),,,
Careers,8,We’ve all experienced a situation where stress negatively impacted our performance or well-being in our personal lives? Please briefly describe a situation you experienced and how you managed the stress effectively or could have managed the stress better. ,,,
Careers,8,How confident do you feel in your ability to manage stress effectively after completing this lesson?,,,
Careers,8,Would you like to learn more about how to manage your stress better?,,,
Careers,9,Which of the following factors has caused you emotional stress in the past? (Select all that apply),,,
Careers,9,Which of these situations have led to physical stress for you? (Select all that apply),,,
Careers,9,Do you believe that maintaining a healthy diet can help reduce stress?,,,
Careers,9,"In your opinion, does getting sufficient sleep play a crucial role in managing stress?",,,
Careers,9,"Is stress always a negative experience, or can it have positive aspects as well?",,,
Careers,9,"On a scale of 1 to 10, with 1 being minimal stress and 10 being extremely stressed, how much stress would you feel before going into a job interview?",,,
Careers,9,What could you do to prepare for a job interview? (Select all that apply),,,
Careers,9,How can stress management skills positively impact your ability to keep your job and advance in your career? (Select all that apply),,,
Careers,9,Which time management strategies will you use to help reduce stress? (Select all that apply),,,
Careers,9,We’ve all experienced a situation where stress negatively impacted our performance or well-being in our personal lives? Please briefly describe a situation you experienced and how you managed the stress effectively or could have managed the stress better. ,,,
Careers,9,How confident do you feel in your ability to manage stress effectively after completing this lesson?,,,
Careers,9,Would you like to learn more about how to manage your stress better?,,,
Careers,10,Which of the following factors has caused you emotional stress in the past? (Select all that apply),,,
Careers,10,Which of these situations have led to physical stress for you? (Select all that apply),,,
Careers,10,Do you believe that maintaining a healthy diet can help reduce stress?,,,
Careers,10,"In your opinion, does getting sufficient sleep play a crucial role in managing stress?",,,
Careers,10,"Is stress always a negative experience, or can it have positive aspects as well?",,,
Careers,10,"On a scale of 1 to 10, with 1 being minimal stress and 10 being extremely stressed, how much stress would you feel before going into a job interview?",,,
Careers,10,What could you do to prepare for a job interview? (Select all that apply),,,
Careers,10,How can stress management skills positively impact your ability to keep your job and advance in your career? (Select all that apply),,,
Careers,10,Which time management strategies will you use to help reduce stress? (Select all that apply),,,
Careers,10,We’ve all experienced a situation where stress negatively impacted our performance or well-being in our personal lives? Please briefly describe a situation you experienced and how you managed the stress effectively or could have managed the stress better. ,,,
Careers,10,How confident do you feel in your ability to manage stress effectively after completing this lesson?,,,
Careers,10,Would you like to learn more about how to manage your stress better?,,,
Careers,11,Which of the following factors has caused you emotional stress in the past? (Select all that apply),,,
Careers,11,Which of these situations have led to physical stress for you? (Select all that apply),,,
Careers,11,Do you believe that maintaining a healthy diet can help reduce stress?,,,
Careers,11,"In your opinion, does getting sufficient sleep play a crucial role in managing stress?",,,
Careers,11,"Is stress always a negative experience, or can it have positive aspects as well?",,,
Careers,11,"On a scale of 1 to 10, with 1 being minimal stress and 10 being extremely stressed, how much stress would you feel before going into a job interview?",,,
Careers,11,What could you do to prepare for a job interview? (Select all that apply),,,
Careers,11,How can stress management skills positively impact your ability to keep your job and advance in your career? (Select all that apply),,,
Careers,11,Which time management strategies will you use to help reduce stress? (Select all that apply),,,
Careers,11,We’ve all experienced a situation where stress negatively impacted our performance or well-being in our personal lives? Please briefly describe a situation you experienced and how you managed the stress effectively or could have managed the stress better. ,,,
Careers,11,How confident do you feel in your ability to manage stress effectively after completing this lesson?,,,
Careers,11,Would you like to learn more about how to manage your stress better?,,,
Careers,12,Which of the following factors has caused you emotional stress in the past? (Select all that apply),,,
Careers,12,Which of these situations have led to physical stress for you? (Select all that apply),,,
Careers,12,Do you believe that maintaining a healthy diet can help reduce stress?,,,
Careers,12,"In your opinion, does getting sufficient sleep play a crucial role in managing stress?",,,
Careers,12,"Is stress always a negative experience, or can it have positive aspects as well?",,,
Careers,12,"On a scale of 1 to 10, with 1 being minimal stress and 10 being extremely stressed, how much stress would you feel before going into a job interview?",,,
Careers,12,What could you do to prepare for a job interview? (Select all that apply),,,
Careers,12,How can stress management skills positively impact your ability to keep your job and advance in your career? (Select all that apply),,,
Careers,12,Which time management strategies will you use to help reduce stress? (Select all that apply),,,
Careers,12,We’ve all experienced a situation where stress negatively impacted our performance or well-being in our personal lives? Please briefly describe a situation you experienced and how you managed the stress effectively or could have managed the stress better. ,,,
Careers,12,How confident do you feel in your ability to manage stress effectively after completing this lesson?,,,
Careers,12,Would you like to learn more about how to manage your stress better?,,,
Careers,5,Which of the following do you have regular access to at home? (select all that apply),,,
Careers,5,How hard or easy has it been so far for you to transition to middle school? ,,,
Careers,5,Rate the following on how easy or hard it was for you,,,
Careers,5,Rate your concern with the following,,,
Careers,5,How important is it to you to get good grades and do well on tests?,,,
Careers,5,What academic goals do you have for 5th grade? (select all that apply),,,
Careers,5,What personal goals do you have for yourself? (select all that apply),,,
Careers,5,What do you like best about middle school so far? ,,,
Careers,5,What do you like least about middle school so far? ,,,
Careers,5,What are your favorite academic subject(s) in school? (select all that apply),,,
Careers,5,Which school clubs / activities are you most interested in?,,,
Careers,5,What activities do you participate in middle school?,,,
Careers,5,Choose your foundation.,,,
Careers,5,Choose your interest (1).,,,
Careers,5,Choose your interest (2). ,,,
Careers,5,What was the name of the interviewee you learned the most from?,,,
Careers,5,What was the most interesting thing you learned about their career?,,,
Careers,14,Choose your foundation.,,,
Careers,14,Choose your interest (1).,,,
Careers,14,Choose your interest (2). ,,,
Careers,14,What was the name of the interviewee you learned the most from?,,,
Careers,14,What was the most interesting thing you learned about their career?,,,
Careers,8,How well did these leaders’ stories enhance your understanding of real-world engineering challenges and opportunities? ,,,
Careers,8,Rate your confidence in applying some of the insights gained from the interviews to your own engineering aspirations:,,,
Careers,8,How inspired do you feel to pursue engineering after watching these interviews?,,,
Careers,8,"How likely are you to consider starting your own engineering venture in the future, based on the insights gained from these interviews?",,,
Careers,8,How well do you think the interviews captured the real-world challenges engineers face in today's rapidly changing world?,,,
Careers,8,"Based on the insights gained from the interviews with engineers, how could you apply what you’ve learned to your career goals, personal projects, or future design challenges?",,,
Careers,14,How well did these leaders’ stories enhance your understanding of real-world engineering challenges and opportunities? ,,,
Careers,14,Rate your confidence in applying some of the insights gained from the interviews to your own engineering aspirations:,,,
Careers,14,How inspired do you feel to pursue engineering after watching these interviews?,,,
Careers,14,"How likely are you to consider starting your own engineering venture in the future, based on the insights gained from these interviews?",,,
Careers,14,How well do you think the interviews captured the real-world challenges engineers face in today's rapidly changing world?,,,
Careers,14,"Based on the insights gained from the interviews with engineers, how could you apply what you’ve learned to your career goals, personal projects, or future design challenges?",,,
Careers,3,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,3,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,3,How familiar are you with registered apprenticeships?,,,
Careers,3,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,3,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,3,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,3,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,3,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,3,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,3,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,3,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,3,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,3,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,3,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,3,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,4,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,4,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,4,How familiar are you with registered apprenticeships?,,,
Careers,4,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,4,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,4,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,4,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,4,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,4,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,4,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,4,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,4,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,4,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,4,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,4,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,5,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,5,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,5,How familiar are you with registered apprenticeships?,,,
Careers,5,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,5,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,5,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,5,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,5,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,5,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,5,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,5,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,5,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,5,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,5,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,5,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,6,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,6,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,6,How familiar are you with registered apprenticeships?,,,
Careers,6,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,6,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,6,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,6,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,6,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,6,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,6,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,6,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,6,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,6,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,6,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,6,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,7,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,7,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,7,How familiar are you with registered apprenticeships?,,,
Careers,7,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,7,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,7,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,7,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,7,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,7,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,7,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,7,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,7,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,7,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,7,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,7,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,8,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,8,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,8,How familiar are you with registered apprenticeships?,,,
Careers,8,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,8,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,8,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,8,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,8,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,8,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,8,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,8,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,8,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,8,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,8,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,8,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,9,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,9,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,9,How familiar are you with registered apprenticeships?,,,
Careers,9,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,9,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,9,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,9,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,9,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,9,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,9,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,9,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,9,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,9,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,9,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,9,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,10,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,10,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,10,How familiar are you with registered apprenticeships?,,,
Careers,10,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,10,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,10,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,10,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,10,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,10,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,10,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,10,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,10,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,10,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,10,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,10,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,11,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,11,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,11,How familiar are you with registered apprenticeships?,,,
Careers,11,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,11,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,11,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,11,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,11,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,11,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,11,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,11,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,11,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,11,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,11,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,11,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,12,Which of the following career preparation opportunities are you currently exploring or considering? (Select all that apply),,,
Careers,12,How important is it for you to have industry-specific training for your chosen career?,,,
Careers,12,How familiar are you with registered apprenticeships?,,,
Careers,12,"In your opinion, what are the advantages and disadvantages of pursuing immediate part/full-time employment after high school?",,,
Careers,12,How helpful has your high school been in introducing you to different career options and preparation opportunities?,,,
Careers,12,How well do you feel your current high school education is preparing you for the specific career preparation option you are considering?,,,
Careers,12,To what extent do you think your current coursework aligns with your potential career path?,,,
Careers,12,Where do you see yourself in 2 years from now? Where will you work or go to school? Describe in detail your postsecondary plans. ,,,
Careers,12,What factors are influencing your choice of a specific career preparation option? ,,,
Careers,12,How do you currently stay informed about the trends and changes in industries you're interested in exploring for your future career? (Select all that apply.),,,
Careers,12,How do you currently learn more about yourself (likes and dislikes) and explore different careers and industries? (Select all that apply.),,,
Careers,12,Are you planning to build a professional network to gain insights and opportunities in response to the evolving workforce?,,,
Careers,12,"Do you plan to actively seek out professional development, additional certifications, or advanced degrees to stay competitive in your chosen field in the future?",,,
Careers,12,Do you foresee actively participating in industry events and conferences to stay informed about global workforce trends?,,,
Careers,12,Do you intend to actively engage in lifelong learning to keep your skills up-to-date throughout your career?,,,
Careers,7,"How important do you think it is to learn about managing money, even if you don't have a bank account yet? (1 = Not important, 5 = Very important)",,,
Careers,7,How often do you discuss financial topics or money management with your parents or guardians?,,,
Careers,7,"How comfortable do you feel making decisions about spending and saving your money? (1 = Not comfortable, 5 = Very comfortable)",,,
Careers,7,Have you ever received an allowance or money as a gift?,,,
Careers,7,Do you have a piggy bank or another method to save money?,,,
Careers,7,Why might it be a good idea to have a savings account?,,,
Careers,7,Which of the following best describes your approach to sending money?,,,
Careers,7,"If you were given a small amount of money, what would you do with it? ",,,
Careers,7,What's one advantage of having a CHECKING account?,,,
Careers,7,"How do you feel about the idea of an overdraft"" on your account?""",,,
Careers,7,"Based on what you’ve learned, select all of the activities that you are able to do in online banking: ",,,
Careers,7,"Based on what you learned, why do you think it's important to turn off Wi-Fi when using mobile banking in public places?",,,
Careers,7,How can creating a budget help you reach your financial goals?,,,
Careers,7,"Based on what you learned, how often will you review your budget?",,,
Careers,7,"Based on what you learned, what does it mean to prioritize"" your expenses in a budget?""",,,
Careers,8,"How important do you think it is to learn about managing money, even if you don't have a bank account yet? (1 = Not important, 5 = Very important)",,,
Careers,8,How often do you discuss financial topics or money management with your parents or guardians?,,,
Careers,8,"How comfortable do you feel making decisions about spending and saving your money? (1 = Not comfortable, 5 = Very comfortable)",,,
Careers,8,Have you ever received an allowance or money as a gift?,,,
Careers,8,Do you have a piggy bank or another method to save money?,,,
Careers,8,Why might it be a good idea to have a savings account?,,,
Careers,8,Which of the following best describes your approach to sending money?,,,
Careers,8,"If you were given a small amount of money, what would you do with it? ",,,
Careers,8,What's one advantage of having a CHECKING account?,,,
Careers,8,"How do you feel about the idea of an overdraft"" on your account?""",,,
Careers,8,"Based on what you’ve learned, select all of the activities that you are able to do in online banking: ",,,
Careers,8,"Based on what you learned, why do you think it's important to turn off Wi-Fi when using mobile banking in public places?",,,
Careers,8,How can creating a budget help you reach your financial goals?,,,
Careers,8,"Based on what you learned, how often will you review your budget?",,,
Careers,8,"Based on what you learned, what does it mean to prioritize"" your expenses in a budget?""",,,
Careers,7,"On a scale of 1 to 4, how important is being successful to you? (1 = Not important, 4 = Extremely important)",,,
Careers,7,What does success mean to you?,,,
Careers,7,"On a scale of 1 to 4, how satisfied are you with your current level of success in school? (1 = Very dissatisfied, 4 = Very satisfied)",,,
Careers,7,"Please rate the importance of the following factors in achieving success (scale: 1 = Not important, 4 = Extremely important):",,,
Careers,7,Do you think taking risks is necessary for success?,,,
Careers,7,Which of the following best describes your attitude toward taking risks?,,,
Careers,7,How do you react when you fail at something?,,,
Careers,7,True or False: Failure is a necessary step on the path to success.,,,
Careers,7,How important do you think failure is in the journey of an entrepreneur (a person who starts and runs their own business) ?,,,
Careers,7,True or False: Entrepreneurs are more likely to achieve success if they are willing to take risks.,,,
Careers,7,"On a scale of 1 to 4, how risky do you believe entrepreneurship is? (1 = Not risky at all, 4 = Extremely risky)",,,
Careers,7,What do you think are the main benefits of being an entrepreneur? (Select all that apply),,,
Careers,7,Which of the following best describes your attitude toward entrepreneurship (starting and running your own business)?,,,
Careers,7,"In your opinion, how are success, risk, and failure connected in life? (Select all that apply)",,,
Careers,7,"In your opinion, what role do success, risk, and failure play in overall life satisfaction and happiness?",,,
Careers,8,"On a scale of 1 to 4, how important is being successful to you? (1 = Not important, 4 = Extremely important)",,,
Careers,8,What does success mean to you?,,,
Careers,8,"On a scale of 1 to 4, how satisfied are you with your current level of success in school? (1 = Very dissatisfied, 4 = Very satisfied)",,,
Careers,8,"Please rate the importance of the following factors in achieving success (scale: 1 = Not important, 4 = Extremely important):",,,
Careers,8,Do you think taking risks is necessary for success?,,,
Careers,8,Which of the following best describes your attitude toward taking risks?,,,
Careers,8,How do you react when you fail at something?,,,
Careers,8,True or False: Failure is a necessary step on the path to success.,,,
Careers,8,How important do you think failure is in the journey of an entrepreneur (a person who starts and runs their own business) ?,,,
Careers,8,True or False: Entrepreneurs are more likely to achieve success if they are willing to take risks.,,,
Careers,8,"On a scale of 1 to 4, how risky do you believe entrepreneurship is? (1 = Not risky at all, 4 = Extremely risky)",,,
Careers,8,What do you think are the main benefits of being an entrepreneur? (Select all that apply),,,
Careers,8,Which of the following best describes your attitude toward entrepreneurship (starting and running your own business)?,,,
Careers,8,"In your opinion, how are success, risk, and failure connected in life? (Select all that apply)",,,
Careers,8,"In your opinion, what role do success, risk, and failure play in overall life satisfaction and happiness?",,,
Careers,9,What aspect of entrepreneurship did you find most inspiring from the interviews?,,,
Careers,9,How well did the entrepreneurs' stories enhance your understanding of real-world entrepreneurial challenges and opportunities? 1 (Not well) - 10 (Very well),,,
Careers,9,"What key trait or skill do you believe is crucial for a successful entrepreneur, based on the interviews?",,,
Careers,9,"How important do you think networking and building connections are for an entrepreneur, based on the interviews?",,,
Careers,9,"How likely are you to consider starting your own entrepreneurial venture in the future, based on the insights gained from these interviews?",,,
Careers,9,How well do you think the interviews captured the real-world challenges entrepreneurs face in today's rapidly changing business landscape?,,,
Careers,9,"Based on the insights gained from the interviews with entrepreneurs, how could you apply what you've learned to your career goals, personal projects, or future entrepreneurial ventures?",,,
Careers,10,What aspect of entrepreneurship did you find most inspiring from the interviews?,,,
Careers,10,How well did the entrepreneurs' stories enhance your understanding of real-world entrepreneurial challenges and opportunities? 1 (Not well) - 10 (Very well),,,
Careers,10,"What key trait or skill do you believe is crucial for a successful entrepreneur, based on the interviews?",,,
Careers,10,"How important do you think networking and building connections are for an entrepreneur, based on the interviews?",,,
Careers,10,"How likely are you to consider starting your own entrepreneurial venture in the future, based on the insights gained from these interviews?",,,
Careers,10,How well do you think the interviews captured the real-world challenges entrepreneurs face in today's rapidly changing business landscape?,,,
Careers,10,"Based on the insights gained from the interviews with entrepreneurs, how could you apply what you've learned to your career goals, personal projects, or future entrepreneurial ventures?",,,
Careers,11,What aspect of entrepreneurship did you find most inspiring from the interviews?,,,
Careers,11,How well did the entrepreneurs' stories enhance your understanding of real-world entrepreneurial challenges and opportunities? 1 (Not well) - 10 (Very well),,,
Careers,11,"What key trait or skill do you believe is crucial for a successful entrepreneur, based on the interviews?",,,
Careers,11,"How important do you think networking and building connections are for an entrepreneur, based on the interviews?",,,
Careers,11,"How likely are you to consider starting your own entrepreneurial venture in the future, based on the insights gained from these interviews?",,,
Careers,11,How well do you think the interviews captured the real-world challenges entrepreneurs face in today's rapidly changing business landscape?,,,
Careers,11,"Based on the insights gained from the interviews with entrepreneurs, how could you apply what you've learned to your career goals, personal projects, or future entrepreneurial ventures?",,,
Careers,12,What aspect of entrepreneurship did you find most inspiring from the interviews?,,,
Careers,12,How well did the entrepreneurs' stories enhance your understanding of real-world entrepreneurial challenges and opportunities? 1 (Not well) - 10 (Very well),,,
Careers,12,"What key trait or skill do you believe is crucial for a successful entrepreneur, based on the interviews?",,,
Careers,12,"How important do you think networking and building connections are for an entrepreneur, based on the interviews?",,,
Careers,12,"How likely are you to consider starting your own entrepreneurial venture in the future, based on the insights gained from these interviews?",,,
Careers,12,How well do you think the interviews captured the real-world challenges entrepreneurs face in today's rapidly changing business landscape?,,,
Careers,12,"Based on the insights gained from the interviews with entrepreneurs, how could you apply what you've learned to your career goals, personal projects, or future entrepreneurial ventures?",,,
Careers,14,What aspect of entrepreneurship did you find most inspiring from the interviews?,,,
Careers,14,How well did the entrepreneurs' stories enhance your understanding of real-world entrepreneurial challenges and opportunities? 1 (Not well) - 10 (Very well),,,
Careers,14,"What key trait or skill do you believe is crucial for a successful entrepreneur, based on the interviews?",,,
Careers,14,"How important do you think networking and building connections are for an entrepreneur, based on the interviews?",,,
Careers,14,"How likely are you to consider starting your own entrepreneurial venture in the future, based on the insights gained from these interviews?",,,
Careers,14,How well do you think the interviews captured the real-world challenges entrepreneurs face in today's rapidly changing business landscape?,,,
Careers,14,"Based on the insights gained from the interviews with entrepreneurs, how could you apply what you've learned to your career goals, personal projects, or future entrepreneurial ventures?",,,
Careers,7,"How important do you think it is to learn about managing money, even if you don't have a bank account yet?",,,
Careers,7,How often do you discuss financial topics or money management with your parents or guardians? ,,,
Careers,7,How comfortable do you feel making decisions about spending and saving your money? ,,,
